Key,NoTranslate,English,Russian
,,,
AL_Quest_FromScratch_Quest3Name,,[ffc070]From Scratch:[-] Gone Camping,[ffc070]С нуля:[-] Ушёл в поход
AL_Quest_FromScratch_Quest3_title,,[ffc070]From Scratch:[-] Gone Camping,[ffc070]С нуля:[-] Ушёл в поход
AL_Quest_FromScratch_Quest3Desc,,"The next section of the book too-passionately laments the darkness of the wilderness, and offers a means to produce a wooden torch. Unfortunately, the writing glosses over one glaring detail while describing how to make [ffc070]pitch[-]: the need for a metallic container with which to boil [ffc070]resin[-]. A careful infiltration into a dwelling will be required. The undead await.","Следующий раздел книги также страстно оплакивает тьму пустыни и предлагает способ изготовления деревянного факела. К сожалению, в описании того, как сделать [ffc070]смола[-], автор умалчивает одну яркую деталь: необходимость в металлическом контейнере для кипячения [ffc070]смолы[-]. Потребуется тщательное проникновение в жилище. Нежить ждет."
AL_Quest_FromScratch_Tip_FindCookingPot_title,,[ffc070]From Scratch:[-] Full Metal Racquet,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Tip_FindCookingPot,,"The next section of the book too-passionately laments the darkness of the wilderness, and offers a means to produce a wooden torch. Unfortunately, the writing glosses over one glaring detail while describing how to make [ffc070]pitch[-]: the need for a metallic container with which to boil [ffc070]resin[-]. A careful infiltration into a dwelling will be required. The undead await.","Следующий раздел книги также страстно оплакивает тьму пустыни и предлагает способ изготовления деревянного факела. К сожалению, в описании того, как сделать [ffc070]смола[-], автор умалчивает одну яркую деталь: необходимость в металлическом контейнере для кипячения [ffc070]смолы[-]. Потребуется тщательное проникновение в жилище. Нежить ждет."
,,,
AL_Quest_FromScratch_Quest4Name,,[ffc070]From Scratch:[-] Full Metal Racquet,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Quest4_title,,[ffc070]From Scratch:[-] Full Metal Racquet,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Tip_FoundMagazine_title,,[ffc070]From Scratch:[-] Full Metal Racquet,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Tip_FoundMagazine,,"With the campsite built, it occurs to you that your newfound skills should prove particularly useful in this sort of life. You turn the page of the [ffc070]Guidebook[-] again. Rather than the banal instructions you were expecting, a vibrant magazine cover accosts you from within the remains of the [ffc070]Guidebook's[-] next section, apparently torn out. The magazine bears the curious title '[ffc070]Extremely Simple Life Magazine[-]'. Its dimensions are ideal for hiding within the [ffc070]Guidebook[-], as though it were made to do so. You slide the magazine into your bag and look to the next section of the [ffc070]Guidebook[-].","Когда лагерь построен, вам приходит в голову, что ваши вновь обретенные навыки могут оказаться особенно полезными в такой жизни. Вы снова переворачиваете страницу [ffc070]Путеводителя[-]. Вместо банальных инструкций, которых вы ожидали, к вам обращается яркая обложка журнала из остатков следующего раздела [ffc070]Путеводителя[-], очевидно вырванного. Журнал носит любопытное название «[ffc070]Extremely Simple Life Magazine[-]». Его размеры идеально подходят для того, чтобы спрятать его в [ffc070]Путеводителе[-], как будто он для этого и создан. Вы кладете журнал в сумку и переходите к следующему разделу [ffc070]Путеводителя[-]."
AL_Quest_FromScratch_Tip_End_title,,[ffc070]From Scratch: Beacon of Hope[-],[ffc070]С нуля: маяк надежды[-]
AL_Quest_FromScratch_Tip_End,,"With the ignition of the torch, the darkness abates, and nightfall seems less daunting. You open the [ffc070]Guidebook[-] again to where you left it. Its imbalanced weight confirms that the book has imparted all it can. The remaining pages allude to the need to protect oneself from wildlife, with no mention of the living dead. Luckily, flesh, rotting or not, largely reacts the same to weaponry. You discard the [ffc070]Guidebook[-] and consider your next move.","С зажжением факела тьма утихает, и наступление ночи кажется менее устрашающим. Вы снова открываете [ffc070]Путеводитель[-] там, где вы его оставили. Ее несбалансированный вес подтверждает, что книга передала все, что могла. Остальные страницы намекают на необходимость защиты от дикой природы, без упоминания о живых мертвецах. К счастью, плоть, гниющая она или нет, в основном одинаково реагирует на оружие. Вы отбрасываете [ffc070]Путеводитель[-] и обдумываете свой следующий шаг."
,,,
AL_Quest_FromScratch_Hint_MakeBag,,[ffc070]Gather [00ff00]Grass[-] [ffc070]and weave the [-][00ff00]Grass[-] [ffc070]into a[-] [00ff00]Fiber Sling Bag[-][ffc070].[-],[ffc070]Соберите [00ff00]Траву[-] [ffc070]и сплетите из [-][00ff00]Травы[-] [ffc070]в[-] [00ff00]Сумку из волокон[-][ffc070].[- ]
AL_Quest_FromScratch_Hint_BreakBoulder,,[ffc070]Sharpen a[-] [00ff00]Small Stone[-] [ffc070]and use it to break a[-] [00ff00]Large Stone[-] [ffc070]off of a[-] [00ff00]Stone Boulder[-][ffc070].[-],"[ffc070]Заточите[-] [00ff00]Маленький камень[-] [ffc070]и используйте его, чтобы разбить[-] [00ff00]Большой камень[-] [ffc070]от[-] [00ff00]Каменного валуна [-][ffc070].[-]"
AL_Quest_FromScratch_Hint_FellTree,,"[ffc070]Sharpen the[-] [00ff00]Large Stone[-] [ffc070]and assemble a[-] [00ff00]Stone Axe[-] [ffc070]with it, then use it to fell a tree.[-]","[ffc070]Заточите[-] [00ff00]Большой камень[-] [ffc070]и соберите из него[-] [00ff00]Каменный топор[-] [ffc070], а затем с его помощью повалите дерево.[-]"
AL_Quest_FromScratch_Hint_BuildCampsite,,"[ffc070]Gather [00ff00]grass[-][ffc070], [-][00ff00]cotton[-][ffc070], and[-] [00ff00]stones[-] [ffc070]and produce all the makings of a new campsite.[-]","[ffc070]Соберите [00ff00]траву[-][ffc070], [-][00ff00]хлопок[-][ffc070] и[-] [00ff00]камни[-] [ffc070]и изготовьте все детали новый кемпинг.[-]"
AL_Quest_FromScratch_Hint_FindCookingPot,,[ffc070]Venture into a dwelling and find a[-] [00ff00]Cooking Pot[-][ffc070]. Grab some[-] [00ff00]Cloth[-] [ffc070]while you're there.[-],"[ffc070]Отправляйтесь в жилище и найдите[-] [00ff00]Кастрюлю[-][ffc070]. Возьмите [-] [00ff00]Ткань[-] [ffc070], пока вы там.[-]"
AL_Quest_FromScratch_Hint_RTBMakeBoneKnife,,"[ffc070]Return to your campsite and set up your [00ff00]Cooking Pot[-][ffc070], then acquire a[-] [00ff00]Bone[-] [ffc070]and sharpen it into a[-] [00ff00]Bone Knife[-][ffc070].[-]","[ffc070]Вернитесь в свой лагерь и установите [00ff00]Костров[-][ffc070], затем приобретите[-] [00ff00]Кость[-] [ffc070]и заточите ее в[-] [00ff00] Костяной нож[-][ffc070].[-]"
AL_Quest_FromScratch_Hint_BurnWoodScrapCharcoalGetResin,,"[ffc070]Burn a[-] [00ff00]Wooden Log[-] [ffc070]on the[-] [00ff00]Campfire[-] [ffc070]to produce[-] [00ff00]Charcoal[-] [ffc070]as a byproduct, then scrap it to produce [00ff00]Charcoal Powder[-][ffc070]. While scrapping, use your[-] [00ff00]Bone Knife[-] [ffc070]to scrape some[-] [00ff00]Resin[-] [ffc070]off a tree.[-]","[ffc070]Сожгите[-] [00ff00]Деревянное полено[-] [ffc070]на[-] [00ff00]Костре[-] [ffc070], чтобы получить[-] [00ff00]Древесный уголь[-] [ffc070]as побочный продукт, а затем утилизируйте его, чтобы получить [00ff00]Порошок древесного угля[-][ffc070]. Во время разбора используйте[-] [00ff00]Костяной нож[-] [ffc070], чтобы соскрести немного[-] [00ff00]Смолы[-] [ffc070]с дерева.[-]"
AL_Quest_FromScratch_Hint_CraftPitchRest,,[ffc070]Rest on your[-] [00ff00]Bedroll[-] [ffc070]while the [-] [00ff00]Pitch[-] [ffc070]boils.[-],"[ffc070]Отдохните на своей[-] [00ff00]кровати[-] [ffc070], пока [-] [00ff00]Питч[-] [ffc070]кипит.[-]"
AL_Quest_FromScratch_Hint_AssembleTorch,,[ffc070]Create a[-] [00ff00]Torch[-] [ffc070]and equip it in your[-] [00ff00]Light[-] [ffc070]slot.[-],[ffc070]Создайте[-] [00ff00]Факел[-] [ffc070]и установите его в свой[-] [00ff00]Свет[-] [ffc070]слот.[-]
,,,
# Finding Your Way (Cartography Quest),,,
,,,
AL_Quest_Cartography_GroupName,,"[ffc070]x,y,z,w[-]","[ffc070]x,y,z,w[-]"
AL_Quest_Cartography_Name,,"[ffc070]x,y,z,w[-]","[ffc070]x,y,z,w[-]"
AL_Quest_Cartography_title,,"[ffc070]x,y,z,w[-]","[ffc070]x,y,z,w[-]"
,,,
AL_Quest_Cartography_Desc,,"In the effort to survive, I'm gonna need to take notes on landmarks, terrain, resources, and all that. So I'm gonna need a map. To make use of that map, I'm gonna need to know what bloody direction I'm going in. To know when to be where, I'm gonna need to know the time.","Чтобы выжить, мне придется делать заметки о достопримечательностях, местности, ресурсах и всем таком. Итак, мне понадобится карта. Чтобы использовать эту карту, мне нужно знать, в каком чертовом направлении я иду. Чтобы знать, когда и где быть, мне нужно знать время."
,,,
# Survive (Survival/Main Quest),,,
,,,
AL_Quest_Survive_GroupName,,[ffc070]The Afterlife[-],[ffc070]Загробная жизнь[-]
AL_Quest_Survive_Name,,[ffc070]The Afterlife[-],[ffc070]Загробная жизнь[-]
AL_Quest_Survive_Quest_title,,[ffc070]The Afterlife[-],[ffc070]Загробная жизнь[-]
,,,
AL_Quest_Survive_Desc,,There's no choice. I've got to do all I can to stay alive.,"Нет выбора. Я должен сделать все возможное, чтобы остаться в живых."
,,,
# Brainwaves (Contact/Radio Quest),,,
,,,
AL_Quest_Brainwaves_GroupName,,[ffc070]Brainwaves[-],[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Name,,[ffc070]Brainwaves[-],[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Quest_title,,[ffc070]Brainwaves[-],[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Hint1,,[ffc070]Find a[-] [00ff00]Radio[-] [ffc070]and try to contact other survivors.[-],[ffc070]Найдите[-] [00ff00]Радио[-] [ffc070]и попытайтесь связаться с другими выжившими.[-]
,,,
AL_Quest_Brainwaves_Desc,,"If I'm to survive out here, I'm gonna need help. If I can find a radio, maybe I could try checking the airwaves.. See if there's anyone out there.","Если я хочу выжить здесь, мне понадобится помощь. Если я смогу найти радио, возможно, я попробую проверить радиоволны. Посмотреть, есть ли там кто-нибудь."
,,,
# Technology (Workstation Salvage),,,
,,,
AL_Quest_Technology_GroupName,,[ffc070]Technology[-],[ffc070]Технологии[-]
AL_Quest_Technology_Name,,[ffc070]Technology[-],[ffc070]Технологии[-]
AL_Quest_Technology_Quest_title,,[ffc070]Technology[-],[ffc070]Технологии[-]
AL_Quest_Technology_Hint1,,Find a [ffc070]Collapsed Workstation[-] and damage or disassemble it to unlock its secrets.,"Найдите [ffc070]Свернутую рабочую станцию[-] и повредите или разберите ее, чтобы раскрыть ее секреты."
,,,
AL_Quest_Technology_Desc,,"Something something shoulders of giants, you know how it goes.. There's technology out there; tech left behind by those who came and died before. Whether they used their tech before or after it all went to shit isn't super relevant. If I can examine what tools they used to prolong their survival, I might learn something that'll prolong mine.","Что-то вроде плеч гигантов, вы знаете, как это бывает... Есть технологии; технологии, оставленные теми, кто пришел и умер раньше. Использовали ли они свои технологии до или после того, как все пошло прахом, не имеет большого значения. Если я смогу изучить, какие инструменты они использовали для продления своего выживания, возможно, я узнаю что-то, что продлит мое."
,,,
AL_Quest_Water_GroupName,,[5b92cb]Water[-],[5b92cb]Вода[-]
AL_Quest_Water_Name,,[5b92cb]Water[-],[5b92cb]Вода[-]
AL_Quest_Water_Desc,,"So.. Luckily.. I know of the fact that the Z-Virus is extremely hardy and cannot be simply boiled away, so I'll have to get all my water from rain or some sort of distillation. If I can get a [ffc070]Tarp[-] and [ffc070]Wooden Bucket[-] over a campfire with the Cooking Pot, I might be able to get something working.","Итак... К счастью... Я знаю, что Z-вирус чрезвычайно вынослив и его нельзя просто выкипятить, поэтому мне придется получать всю воду из дождя или какой-то дистилляции. Если мне удастся достать [ffc070]Брезент[-] и [ffc070]Деревянное ведро[-] над костром с помощью котла для приготовления пищи, возможно, я смогу что-нибудь сделать."
,,,
AL_Quest_Construction_GroupName,,Construction,Строительство
AL_Quest_Construction_Name,,Construction,Строительство
AL_Quest_Construction_Desc,,I may need to build a dwelling.. I better have a crack at it.,"Возможно, мне придется построить жилище. Лучше бы я попробовал."
,,,
AL_Quest_T1_RetrieveSSD,,Retrieve SSD [ffc070](T1)[-],Получить SSD [ffc070](T1)[-]
AL_Quest_T1_RetrieveSSD_Description,,"There are numerous old Blackthorne caches buried in your neighbourhood that we left behind when we were active there. Specifically, we want the data, the hard drives, found in those caches. I'll give you the location of one such cache. If you can retrieve the data, take it to a Blackthorne drop-off point, then report back, you will have done us a service.","В вашем районе закопано множество старых тайников Блэкторна, которые мы оставили, когда действовали там. В частности, нам нужны данные, жесткие диски, найденные в этих кэшах. Я сообщу вам местонахождение одного из таких тайников. Если вы сможете получить данные, доставить их в пункт выдачи в Блэкторне, а затем сообщить обратно, вы окажете нам услугу."
AL_Quest_T1_RetrieveSSD_Response,,Retrieve SSD [ffc070](T1)[-],Получить SSD [ffc070](T1)[-]
AL_Quest_T1_RetrieveSSD_GroupName,,Retrieve SSD,Получить SSD
AL_LK_ReportToBlackthorne,,Report to Blackthorne:,Доложите Блэкторну:
# }}},,,
,,,
# Rest System {{{,,,
AL_Buff_RestingVisibleName,,[c0c0ff]Resting...[-],[c0c0ff]Отдыхаю...[-]
AL_Buff_RestingVisibleDesc,,[c0c0ff]ZZzzZZzzzzZZzzz..[-] [i][808080]*snort*[-]...[/i] [c0c0ff]zzzzZzzzz..[-],[c0c0ff]ZZzzZZzzzzZZzzz..[-] [i][808080]*фыркает*[-]..[/i] [c0c0ff]zzzzZzzzz..[-]
al_buff_restedt0,,[8080ff]Momentary Respite (Tier 0)[-],[8080ff]Мгновенная передышка (Уровень 0)[-]
AL_Buff_RestedT0Name,,[8080ff]Momentary Respite (Tier 0)[-],[8080ff]Мгновенная передышка (Уровень 0)[-]
AL_Buff_RestedT0Desc,,You took a minute to just.. [i]stop[/i]. It was sorely needed.,"Тебе потребовалась минута, чтобы просто… [i]остановиться[/i]. Это было крайне необходимо."
al_buff_restedt1,,[ffc000]Brief Rest (Tier 1)[-],[ffc000]Краткий отдых (Уровень 1)[-]
AL_Buff_RestedT1Name,,[ffc000]Brief Rest (Tier 1)[-],[ffc000]Краткий отдых (Уровень 1)[-]
AL_Buff_RestedT1Desc,,You laid down for a few minutes. Getting off your feet was quite relieving.,Вы полежали несколько минут. Встать с ног было весьма облегченно.
al_buff_restedt2,,[dc80ff]Power Nap (Tier 2)[-],[dc80ff]Мощный сон (Уровень 2)[-]
AL_Buff_RestedT2Name,,[dc80ff]Power Nap (Tier 2)[-],[dc80ff]Мощный сон (Уровень 2)[-]
AL_Buff_RestedT2Desc,,"You actually had some sleep! After a solid nap, you're feeling ready to rock.","Ты действительно немного поспал! После крепкого сна вы чувствуете, что готовы зажигать."
al_buff_restedt3,,[ff4060]A Good Night's Sleep (Tier 3)[-],[ff4060]Хорошего ночного сна (Уровень 3)[-]
AL_Buff_RestedT3Name,,[ff4060]A Good Night's Sleep (Tier 3)[-],[ff4060]Хорошего ночного сна (Уровень 3)[-]
AL_Buff_RestedT3Desc,,"Somehow, you've managed to fall asleep for a time that's quite healthy [808080](This is the maximum tier).[-]",Каким-то образом вам удалось заснуть на вполне здоровое время [808080](Это максимальный уровень).[-]
# }}},,,
,,,
# Ham Radio {{{,,,
AL_Dialog_Response_Next,,[Next],[Следующий]
,,,
npcHamRadio,,[ffc070]Ham Radio[-],[ffc070]Любительское радио[-]
npc_hamRadio,,[ffc070]Ham Radio[-],[ffc070]Любительское радио[-]
AL_LK_UseRadio,,[ffc070][Use Radio][-],[ffc070][Использовать радио][-]
,,,
AL_Dialog_HamRadio_Statement_Start,,You switch on the radio. The famliar sound of static greets you.,Вы включаете радио. Вас приветствует знакомый статический звук.
AL_Dialog_HamRadio_Statement_SearchAirwaves,,You start to traverse the airwaves in search of life...,Вы начинаете путешествовать по радиоволнам в поисках жизни...
,,,
AL_Dialog_HamRadio_Statement_BlackthorneIntro1,,"The static violently cuts away and is replaced by what is surely military communications; short, sharp, and steady. The voice speaks in a punchy, rhythmic monotone, steadily unleashing a cryptic stream of syllables. As far as you know, everyone is dead and there are no factions for a military force to obscure their communications from.\n\nYou interject to get the speaker's attention. The sudden cessation of their chatter carries with it a certain impact.","Статика резко отсекается и заменяется тем, что, несомненно, является военной связью; короткий, резкий и устойчивый. Голос говорит энергично, ритмично и монотонно, постепенно высвобождая загадочный поток слогов. Насколько вам известно, все мертвы, и нет группировок, от которых военные силы могли бы скрыть свои сообщения.\n\nВы вмешиваетесь, чтобы привлечь внимание говорящего. Внезапное прекращение их болтовни оказывает определенное воздействие."
AL_Dialog_HamRadio_Statement_BlackthorneIntro2,,The voice cuts you off.\n\n[707353]This is a Blackthorne military logistics frequency. Please switch.[-]\n\nYou explain your predicament briefly. The speaker expresses surprise that you are alive at all.,"Голос прерывает вас.\n\n[707353]Это частота военной логистики Блэкторна. Пожалуйста, переключитесь.[-]\n\nВы кратко объясните свое затруднительное положение. Говорящий выражает удивление по поводу того, что вы вообще живы."
AL_Dialog_HamRadio_Statement_BlackthorneIntro3,,"In probably far-too-general terms, you ask for help. The speaker's tone expresses not a touch of compassion.\n\n[707353]Roger. I've been given the power to requisition and dispatch supplies to survivors. Know that you are not the first to interrupt our comms. A protocol is in place. Help us, and we might help you. I'll set aside a frequency for you. Your call sign is Sierra 37. Over.[-]","Вы, вероятно, просите о помощи в слишком общих выражениях. В тоне говорящего нет ни капли сострадания.\n\n[707353]Роджер. Мне даны полномочия реквизировать и доставлять припасы выжившим. Знайте, что вы не первый, кто прерывает наше общение. Протокол имеется. Помогите нам, и мы, возможно, поможем вам. Я выделю для тебя частоту. Ваш позывной — Sierra 37. Овер.[-]"
,,,
AL_Dialog_HamRadio_Statement_BlackthorneNoMap,,"You go to ask about tasks, but realise you don't have a way to track objectives. You better get a map first.","Вы идете спросить о задачах, но понимаете, что у вас нет возможности отслеживать цели. Лучше сначала возьми карту."
AL_Dialog_HamRadio_Statement_BlackthorneTasksPreamble,,The Blackthorne contact outlines some tasks for you.,Контактное лицо в Блэкторне наметит для вас некоторые задачи.
AL_Dialog_HamRadio_Statement_BlackthorneMain,,[707353]Copy.[-],[707353]Копия.[-]
AL_Dialog_HamRadio_Statement_BlackthorneTaskReturn,,[707353]Come back when ready. Out.[-],"[707353]Возвращайтесь, когда будете готовы. Вне.[-]"
AL_Dialog_HamRadio_Statement_BlackthorneContact,,You tune the radio to your Blackthorne contact frequency and announce yourself. The response comes quickly.\n\n[707353]This is Blackthorne. What's the agenda?,Вы настраиваете радио на вашу контактную частоту в Блэкторне и объявляете о себе. Ответ приходит быстро.\n\n[707353]Это Блэкторн. Какова повестка дня?
,,,
AL_Dialog_HamRadio_Statement_BlackthorneReporting,,You update the speaker on your mission progress.,Вы сообщаете говорящему о ходе вашей миссии.
AL_Dialog_HamRadio_Statement_BlackthorneQuestComplete,,[707353]Copy. Give me a moment to confirm...\n\nAlright. Nice work. Your assistance has been tallied. Over.[-],"[707353]Копия. Дайте мне время, чтобы подтвердить...\n\nХорошо. Хорошая работа. Ваша помощь подсчитана. Над.[-]"
AL_Dialog_HamRadio_Statement_BlackthorneQuestIncomplete,,[707353]Copy. Give me a moment to confirm...\n\nWe can't confirm that your task has been completed. Report back when it's done. Over.[-],"[707353]Копия. Дайте мне время, чтобы подтвердить...\n\nМы не можем подтвердить, что ваша задача выполнена. Отчитайтесь, когда все будет готово. Над.[-]"
,,,
AL_Dialog_HamRadio_Statement_RequestSuppliesSufficient,,[707053]Copy. One moment...\n\nI can get an airdrop to you within the next half hour. Acknowledge.[-],[707053]Копия. Минутку...\n\nЯ могу доставить вам доставку в течение следующих получаса. Сознавать.[-]
AL_Dialog_HamRadio_Statement_RequestSuppliesInsufficient,,[707053]Copy. One moment...\n\You need to do more for us before I can requisition supplies for you. Complete some tasks for us and try again. Over.[-],"[707053]Копия. Один момент...\n\Вам нужно сделать для нас больше, прежде чем я смогу запросить для вас припасы. Выполните за нас несколько заданий и попробуйте еще раз. Над.[-]"
,,,
AL_Dialog_HamRadio_Response_Tasks,,[Ask about tasks],[Спросить о задачах]
AL_Dialog_HamRadio_Response_Nevermind,,Nevermind.,Неважно.
AL_Dialog_HamRadio_Response_Out,,Sierra 37 out.,Сьерра 37 выходит.
AL_Dialog_HamRadio_Response_SearchAirwaves,,[Search airwaves],[Поиск в эфире]
AL_Dialog_HamRadio_Response_TurnOff,,[Turn radio off],[Выключить радио]
AL_Dialog_HamRadio_Response_TuneBlackthorne,,[Contact Blackthorne],[Связаться с Блэкторном]
AL_Dialog_HamRadio_Response_Report,,[Report],[Отчет]
AL_Dialog_HamRadio_Response_RequestSupplies,,[Request Supplies],[Запросить материалы]
AL_Dialog_HamRadio_Response_Affirmative,,Affirmative.,Утвердительный.
AL_Dialog_HamRadio_Response_Negative,,Negative.,Отрицательный.
# }}},,,
,,,
IZYgunT1assaultrifleAK47Milled,,Avtomat Kalashnikova 47,Автомат Калашникова 47
,,,
# ItemActionUseTimed {{{,,,
AL_LK_Format_HoldToVerb,,[808080][[-][a0a0a0]Hold[-] [action:local:Primary] [a0a0a0]to[-] [dddddd]{0}[-][808080]][-],[808080][[-][a0a0a0]Удерживайте[-] [action:local:Primary] [a0a0a0]to[-] [dddddd]{0}[-][808080]][-]
AL_LK_Format_ApplyItem_Verbing,,{0} [ffc070]{1}[-]...,{0} [ffc070]{1}[-]...
AL_LK_Format_ApplyItem_VerbingOn,,{0} [ffc070]{1}[-] on [ffc070]{2}[-]..,{0} [ffc070]{1}[-] на [ffc070]{2}[-]..
AL_LK_Format_ApplyItem_IncreaseStat,,Increasing [ffc070]{0}[-] to [ffc070]{1:0}/{2:0}[-],Увеличение [ffc070]{0}[-] до [ffc070]{1:0}/{2:0}[-]
AL_LK_Format_ApplyItem_DecreaseStat,,Decreasing [ffc070]{0}[-] to [ffc070]{1:0}/{2:0}[-],Уменьшение [ffc070]{0}[-] до [ffc070]{1:0}/{2:0}[-]
AL_LK_Format_ApplyItem_Removing,,Removing [ffc070]{0}[-]...,Удаление [ffc070]{0}[-]...
health,,[ff4040]Health[-],[ff4040]Здоровье[-]
stamina,,[40ff40]Stamina[-],[40ff40]Выносливость[-]
food,,[ff8040]Food[-],[ff8040]Еда[-]
water,,[5b92cb]Water[-],[5b92cb]Вода[-]
# }}},,,
,,,
AL_LK_Food,,[ffc040]Food[-],[ffc040]Еда[-]
AL_LK_Water,,[5b92cb]Water[-],[5b92cb]Вода[-]
,,,
# QuantityStorage {{{,,,
AL_LK_QuantityStorage_Water,,[5b92cb]Water[-],[5b92cb]Вода[-]
AL_LK_QuantityStorage_DirtyInfectedWater,,[815500]Dirty Infected Water[-],[815500]Грязная зараженная вода[-]
AL_LK_QuantityStorage_InfectedWater,,[baff00]Infected Water[-],[baff00]Зараженная вода[-]
AL_LK_QuantityStorage_RedTea,,[ff5555]Red Tea[-],[ff5555]Красный чай[-]
AL_LK_QuantityStorage_GoldenrodTea,,[f8c600]Goldenrod Tea[-],[f8c600]Чай из золотарника[-]
AL_LK_QuantityStorage_Beer,,[e79b13]Beer[-],[e79b13]Пиво[-]
AL_LK_QuantityStorage_Shiraz,,[97002E]Shiraz[-],[97002E]Шираз[-]
AL_LK_QuantityStorage_Fuel,,[ddc900]Fuel[-],[ddc900]Топливо[-]
AL_LK_QuantityStorage_YuccaJuice,,[6ad3be]Yucca Juice[-],[6ad3be]Сок Юкки[-]
AL_LK_QuantityStorage_Coffee,,[99674a]Coffee[-],[99674a]Кофе[-]
AL_LK_QuantityStorage_BlackStrapCoffee,,[422c1f]Blackstrap Coffee[-],[422c1f]Кофе Blackstrap[-]
AL_LK_QuantityStorage_MineralWater,,[a1f8ff]Mineral Water[-],[a1f8ff]Минеральная вода[-]
AL_LK_QuantityStorage_Honey,,[ea9835]Honey[-],[ea9835]Дорогая[-]
AL_LK_QuantityStorage_ManukaHoney,,[a14604]Manuka Honey[-],[a14604]Манука Мед[-]
,,,
AL_LK_QuantityStorage_GSWater,,[bbbbbb]Water[-],[bbbbbb]Вода[-]
AL_LK_QuantityStorage_GSDirtyInfectedWater,,[bbbbbb]Dirty Infected Water[-],[bbbbbb]Грязная зараженная вода[-]
AL_LK_QuantityStorage_GSInfectedWater,,[bbbbbb]Infected Water[-],[bbbbbb]Зараженная вода[-]
AL_LK_QuantityStorage_GSRedTea,,[bbbbbb]Red Tea[-],[bbbbbb]Красный чай[-]
AL_LK_QuantityStorage_GSGoldenrodTea,,[bbbbbb]Goldenrod Tea[-],[bbbbbb]Чай из золотарника[-]
AL_LK_QuantityStorage_GSBeer,,[bbbbbb]Beer[-],[bbbbbb]Пиво[-]
AL_LK_QuantityStorage_GSShiraz,,[bbbbbb]Shiraz[-],[bbbbbb]Шираз[-]
AL_LK_QuantityStorage_GSFuel,,[bbbbbb]Fuel[-],[bbbbbb]Топливо[-]
AL_LK_QuantityStorage_GSYuccaJuice,,[bbbbbb]Yucca Juice[-],[bbbbbb]Сок Юкки[-]
AL_LK_QuantityStorage_GSCoffee,,[bbbbbb]Coffee[-],[bbbbbb]Кофе[-]
AL_LK_QuantityStorage_GSBlackStrapCoffee,,[bbbbbb]Blackstrap Coffee[-],[bbbbbb]Черный кофе[-]
AL_LK_QuantityStorage_GSMineralWater,,[bbbbbb]Mineral Water[-],[bbbbbb]Минеральная вода[-]
AL_LK_QuantityStorage_GSHoney,,[bbbbbb]Honey[-],[bbbbbb]Дорогая[-]
AL_LK_QuantityStorage_GSManukaHoney,,[bbbbbb]Manuka Honey[-],[bbbbbb]Манука Хани[-]
,,,
AL_LK_QuantityStorage_ContainerBlockFull,,[bbbbbb]It's full.[-],[bbbbbb]Он полон.[-]
AL_LK_QuantityStorage_VehicleFuelFull,,[bbbbbb]It's full.[-],[bbbbbb]Он полон.[-]
AL_LK_QuantityStorage_ContainerBlockEmpty,,[bbbbbb]It's empty.[-],[bbbbbb]Там пусто.[-]
AL_LK_QuantityStorage_EquipLiquidContainer,,[bbbbbb](Equip a Liquid Container to interact)[-],[bbbbbb](Для взаимодействия используйте контейнер с жидкостью)[-]
AL_LK_QuantityStorage_EquipEmptyLiquidContainer,,[aaaaaa](Equip an empty Liquid Container to take)[-],"[aaaaaa](Оденьте пустой контейнер с жидкостью, чтобы взять его)[-]"
,,,
AL_LK_Format_QuantityStorage_Amount,,[bbbbbb]Contains:[-] {0}/{1} {2},[bbbbbb]Содержит:[-] {0}/{1} {2}
AL_LK_Format_QuantityStorage_AmountRC,,[bbbbbb]Contains:[-] {0:0.##}/{1} {2},[bbbbbb]Содержит:[-] {0:0.##}/{1} {2}
AL_LK_Format_QuantityStorage_AmountTakeOnly,,[bbbbbb]Contains:[-] {0} {1},[bbbbbb]Содержит:[-] {0} {1}
AL_LK_Format_InsufficientContents,,[bbbbbb]There is insufficient[-] {0} [bbbbbb]in the container to fill your[-] {1}[bbbbbb].[-],"[bbbbbb]В контейнере недостаточно[-] {0} [bbbbbb], чтобы заполнить ваш[-] {1}[bbbbbb].[-]"
AL_LK_Format_FillingLiquidContainerItem,,[bbbbbb]Filling[-] {0} [bbbbbb]with[-] {1}[bbbbbb]...[-],[bbbbbb]Заполнение[-] {0} [bbbbbb][-] {1}[bbbbbb]...[-]
AL_LK_Format_FillingLiquidContainerBlock,,[bbbbbb]Pouring[-] {0} [bbbbbb]into[-] {1}[bbbbbb]...[-],[bbbbbb]Заливка[-] {0} [bbbbbb]в[-] {1}[bbbbbb]...[-]
