Key,Russian
AL_Quest_FromScratch_Quest1Desc,"Вы переворачиваете страницу [ffc070]Путеводителя[-] и находите схему, описывающую, как изготавливать неолитический топор. Сначала вам нужно найти подходящий кусок камня, который можно использовать в качестве головки. Вам понадобится что-то более прочное, чем те камни, которые валяются поблизости."
AL_Quest_FromScratch_Tip_MadeBag_title,[ffc070]С нуля:[-] Камни и камушки
AL_Quest_FromScratch_Tip_MadeBag,"Вы переворачиваете страницу [ffc070]Путеводителя[-] и находите схему, описывающую, как изготавливать неолитический топор. Сначала вам нужно найти подходящий кусок камня, который можно использовать в качестве головки. Вам понадобится что-то более прочное, чем те камни, которые валяются поблизости."
,
AL_Quest_FromScratch_Quest2Name,[ffc070]С нуля:[-] Летят щепки
AL_Quest_FromScratch_Quest2_title,[ffc070]С нуля:[-] Летят щепки
AL_Quest_FromScratch_Quest2Desc_title,[ffc070]С нуля:[-] Летят щепки
AL_Quest_FromScratch_Quest2Desc,"Вы закончили собирать топор и снова открыли [ffc070]Путеводитель[-]. В следующем разделе описано, как обустроить простой привал. Первое задание - с помощью обретенного инструмента срубить дерево на деревянные бревна."
,
AL_Quest_FromScratch_Quest3Name,[ffc070]С нуля:[-] Отправляемся в поход
AL_Quest_FromScratch_Quest3_title,[ffc070]С нуля:[-] Отправляемся в поход
AL_Quest_FromScratch_Quest3Desc,"Следующий раздел книги слишком страстно сетует на темень в дикой местности и предлагает способ изготовления деревянного факела. К сожалению, при описании способа изготовления [ffc070] пека[-] упускается одна вопиющая деталь: необходим металлический сосуд, в котором можно было бы варить [ffc070]смолу[-]. Потребуется осторожное проникновение в какое-нибудь жилище. Нежить ждёт."
AL_Quest_FromScratch_Tip_FindCookingPot_title,[ffc070]С нуля:[-] Отправляемся в поход
AL_Quest_FromScratch_Tip_FindCookingPot,"Следующий раздел книги слишком страстно сетует на темень в дикой местности и предлагает способ изготовления деревянного факела. К сожалению, при описании способа изготовления [ffc070] пека[-] упускается одна вопиющая деталь: необходим металлический сосуд, в котором можно было бы варить [ffc070]смолу[-]. Потребуется осторожное проникновение в какое-нибудь жилище. Нежить ждёт."
,
AL_Quest_FromScratch_Quest4Name,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Quest4_title,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Tip_FoundMagazine_title,[ffc070]С нуля:[-] Цельнометаллическая ракетка
AL_Quest_FromScratch_Tip_FoundMagazine,"Когда лагерь построен, вам приходит в голову мысль, что ваши новые навыки должны оказаться особенно полезными в такой жизни. Вы снова переворачиваете страницу [ffc070]Путеводителя[-]. Вместо банальных инструкций, которых вы ожидали, из остатков следующего раздела [ffc070]Путеводителя[-] на вас смотрит яркая обложка журнала, очевидно, вырванная. Журнал носит любопытное название '[ffc070]Чрезвычайно простая жизнь[-]'. Его размеры идеально подходят для того, чтобы спрятать его в [ffc070]Путеводителе[-], как будто он специально для этого создан. Вы убираете журнал в сумку и переходите к следующему разделу [ffc070]Путеводителя[-]."
AL_Quest_FromScratch_Tip_End_title,[ffc070]С нуля: маяк надежды[-]
AL_Quest_FromScratch_Tip_End,"С зажиганием факела темнота рассеивается, и наступление ночи кажется не таким пугающим. Вы снова открываете [ffc070]Путеводитель[-] на том месте, где его оставили. Его невесомый вес подтверждает, что книга передала все, что могла. На оставшихся страницах говорится о необходимости защищаться от диких животных, но ничего не говорится о живых мертвецах. К счастью, плоть, гниющая или нет, в основном одинаково реагирует на оружие. Вы отбрасываете [ffc070]Путеводитель[-] и обдумываете свой следующий шаг."
,
AL_Quest_FromScratch_Hint_MakeBag,[ffc070]Соберите[-] [00ff00]траву[-] [ffc070]и сплетите[-] [00ff00]траву[-] [ffc070]в[-] [00ff00]сумку из волокна[-][ffc070].[-]
AL_Quest_FromScratch_Hint_BreakBoulder,"[ffc070]Заточите[-] [00ff00]маленький камень[-] [ffc070]и используйте его, чтобы отколоть[-] [00ff00]большой камень[-] [ffc070]от[-] [00ff00]каменного валуна[-][ffc070].[-]"
AL_Quest_FromScratch_Hint_FellTree,"[ffc070]Заточите[-] [00ff00]большой камень[-] [ffc070]и соберите из него[-] [00ff00]каменный топор[-][ffc070], а затем используйте его, чтобы срубить дерево.[-]"
AL_Quest_FromScratch_Hint_BuildCampsite,"[ffc070]Соберите[-] [00ff00]траву[-][ffc070],[-] [00ff00]хлопок[-][ffc070],[-] [00ff00]маленькие камни[-] [ffc070]и создайте всё необходимое для нового лагеря.[-]"
AL_Quest_FromScratch_Hint_FindCookingPot,"[ffc070]Отправляйтесь в жилище и найдите[-] [00ff00]кастрюлю[-][ffc070]. Захватите немного[-] [00ff00]ткани[-][ffc070], пока вы там.[-]"
AL_Quest_FromScratch_Hint_RTBMakeBoneKnife,"[ffc070]Вернитесь в лагерь и установите[-] [00ff00]кастрюлю[-] [ffc070]в костёр, затем возьмите[-] [00ff00]кость[-] [ffc070]и заточите её в[-] [00ff00]костяной нож[-][ffc070].[-]"
AL_Quest_FromScratch_Hint_BurnWoodScrapCharcoalGetResin,"[ffc070]Сожгите[-] [00ff00]деревянное полено[-] [ffc070]в[-] [00ff00]костре[-][ffc070], чтобы получить[-] [00ff00]древесный уголь[-] [ffc070]как побочный продукт, затем разберите его, чтобы получить[-] [00ff00]угольный порошок[-][ffc070]. В это время, используйте свой[-] [00ff00]костяной нож[-] [ffc070]чтобы соскрести с деревьев немного[-] [00ff00]смолы[-][ffc070].[-]"
AL_Quest_FromScratch_Hint_CraftPitchRest,[ffc070]Отдохните на своём[-] [00ff00]спальнике[-] [ffc070]пока готовится[-] [00ff00]древесный пек[-][ffc070].[-]
AL_Quest_FromScratch_Hint_AssembleTorch,[ffc070]Изготовьте[-] [00ff00]факел[-] [ffc070]и поместите его в слот[-] [00ff00]Свет[-] [ffc070]в меню персонажа.[-]
,
# Finding Your Way (Cartography Quest),
,
AL_Quest_Cartography_GroupName,"[ffc070]x,y,z,w[-]"
AL_Quest_Cartography_Name,"[ffc070]x,y,z,w[-]"
AL_Quest_Cartography_title,"[ffc070]x,y,z,w[-]"
,
AL_Quest_Cartography_Desc,"Чтобы выжить, мне нужно будет отмечать ориентиры, местность, ресурсы и всё такое. Поэтому мне понадобится карта. Чтобы пользоваться этой картой, мне нужно знать, в каком кровавом направлении я иду. Чтобы знать, когда где быть, мне нужно знать время."
,
# Survive (Survival/Main Quest),
,
AL_Quest_Survive_GroupName,[ffc070]Жихнь после[-]
AL_Quest_Survive_Name,[ffc070]Жихнь после[-]
AL_Quest_Survive_Quest_title,[ffc070]Жихнь после[-]
,
AL_Quest_Survive_Desc,"Выбора нет. Я должен сделать всё, что в моих силах, чтобы остаться в живых."
,
# Brainwaves (Contact/Radio Quest),
,
AL_Quest_Brainwaves_GroupName,[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Name,[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Quest_title,[ffc070]Мозговые волны[-]
AL_Quest_Brainwaves_Hint1,[ffc070]Найдите[-] [00ff00]рацию[-] [ffc070]и попытайтесь связаться с другими выжившими.[-]
,
AL_Quest_Brainwaves_Desc,"Если я хочу выжить здесь, мне понадобится помощь. Если я найду рацию, может, попробую проверить эфир... Посмотрим, есть ли там кто-нибудь."
,
# Technology (Workstation Salvage),
,
AL_Quest_Technology_GroupName,[ffc070]Технологии[-]
AL_Quest_Technology_Name,[ffc070]Технологии[-]
AL_Quest_Technology_Quest_title,[ffc070]Технологии[-]
AL_Quest_Technology_Hint1,"Найдите любую [ffc070]разрушенную рабочую станцию[-] и повредите или разберите её, чтобы раскрыть её секреты."
,
AL_Quest_Technology_Desc,"Что-то там про плечи великанов, ну, вы знаете, как там говорится... Есть технология, оставленная теми, кто пришёл и умер раньше. Использовали ли они свои технологии до или после того, как всё пошло прахом, не так уж важно. Если я смогу изучить, какие инструменты они использовали, чтобы продлить своё выживание, я смогу узнать что-то, что продлит моё."
,
AL_Quest_Water_GroupName,[5b92cb]Вода[-]
AL_Quest_Water_Name,[5b92cb]Вода[-]
AL_Quest_Water_Desc,"Итак... К счастью... Я знаю, что Z-вирус очень вынослив и его нельзя просто так прокипятить, так что всю воду мне придется добывать из дождя или каким-то способом перегонять. Если мне удастся раздобыть [ffc070]брезент[-] и [ffc070]деревянное ведро[-], то на костре с помощью [ffc070]кастрюли[-], возможно, у меня что-нибудь получится."
,
AL_Quest_Construction_GroupName,Строительство
AL_Quest_Construction_Name,Строительство
AL_Quest_Construction_Desc,"Возможно, мне придётся построить жилище... Мне лучше попробовать."
,
AL_Quest_T1_RetrieveSSD,Получить SSD [ffc070](T1)[-]
AL_Quest_T1_RetrieveSSD_Description,"В вашем районе зарыто множество старых тайников Блэкторна, которые мы оставили, когда работали там. В частности, нам нужны данные, жёсткие диски, найденные в этих тайниках. Я укажу вам местоположение одного из таких тайников. Если вы сможете достать данные, отнести их в точку сброса Блэкторна, а затем сообщить об этом, вы окажете нам услугу."
AL_Quest_T1_RetrieveSSD_Response,Получить SSD [ffc070](T1)[-]
AL_Quest_T1_RetrieveSSD_GroupName,Получить SSD
AL_LK_ReportToBlackthorne,Доложите Блэкторну:
# }}},
,
# Rest System {{{,
AL_Buff_RestingVisibleName,[c0c0ff]Отдых...[-]
AL_Buff_RestingVisibleDesc,[c0c0ff]ZZzzZZzzzzZZzzz..[-] [i][808080]*фыркает*[-]..[/i] [c0c0ff]zzzzZzzzz..[-]
al_buff_restedt0,[8080ff]Передышка (Урв 0)[-]
AL_Buff_RestedT0Name,[8080ff]Передышка (Урв 0)[-]
AL_Buff_RestedT0Desc,"Вы нашли минуту, чтобы просто... [i]остановиться[/i]. Это было крайне необходимо."
al_buff_restedt1,[ffc000]Кратковременный отдых (Урв 1)[-]
AL_Buff_RestedT1Name,[ffc000]Кратковременный отдых (Урв 1)[-]
AL_Buff_RestedT1Desc,Вы прилегли на несколько минут. Парочка минут покоя ногам принесло облегчение.
al_buff_restedt2,[dc80ff]Энергичный сон (Урв 2)[-]
AL_Buff_RestedT2Name,[dc80ff]Энергичный сон (Урв 2)[-]
AL_Buff_RestedT2Desc,Вы действительно выспались! После хорошего сна вы чувствуете себя готовым к работе.
al_buff_restedt3,[ff4060]Крепкий сон (Урв 3)[-]
AL_Buff_RestedT3Name,[ff4060]Крепкий сон (Урв 3)[-]
AL_Buff_RestedT3Desc,Каким-то образом вам удалось заснуть на весьма полезное для здоровья время [808080](Это максимальный уровень)[-].
# }}},
,
# Ham Radio {{{,
AL_Dialog_Response_Next,[Дальше]
,
npcHamRadio,[ffc070]Любительская рация[-]
npc_hamRadio,[ffc070]Любительская рация[-]
AL_LK_UseRadio,[ffc070][Использовать рацию][-]
,
AL_Dialog_HamRadio_Statement_Start,Вы включаете рацию. Вас встречает знакомый звук помех.
AL_Dialog_HamRadio_Statement_SearchAirwaves,Вы начинаете путешествовать по радиоволнам в поисках жизни...
,
AL_Dialog_HamRadio_Statement_BlackthorneIntro1,"Помехи резко обрываются, и на смену им приходит, несомненно, военная связь: короткая, резкая и ровная. Голос говорит ударным, ритмичным монотоном, непрерывно выдавая загадочный поток слогов. Насколько вам известно, все мертвы, и нет ни одной фракции, от которой военные могли бы скрыть свои сообщения.\n\nВы вмешиваетесь, чтобы привлечь внимание говорящего. Внезапное прекращение их болтовни оказывает определенное влияние."
AL_Dialog_HamRadio_Statement_BlackthorneIntro2,"Голос прерывает вас.\n\n[707353]Это частота военной логистики Блэкторна. Пожалуйста, переключитесь.\n\nВы коротко объясняете свое положение. Говорящий выражает удивление, что вы вообще живы."
AL_Dialog_HamRadio_Statement_BlackthorneIntro3,"В слишком общих выражениях вы просите о помощи. Тон говорящего не выражает ни капли сострадания.\n\n [707353] Принято. Мне даны полномочия запрашивать и отправлять припасы выжившим. Знайте, что вы не первый, кто прерывает нашу связь. Существует протокол. Если поможете нам, мы поможем вам. Я выделю для вас частоту. Ваш позывной - Сьерра 37. Приём."
,
AL_Dialog_HamRadio_Statement_BlackthorneNoMap,"Вы собираетесь спросить о заданиях, но понимаете, что у вас нет возможности отслеживать цели. Лучше сначала раздобыть карту."
AL_Dialog_HamRadio_Statement_BlackthorneTasksPreamble,Блэкторн излагает некоторые задачи для вас.
AL_Dialog_HamRadio_Statement_BlackthorneMain,[707353]Принято.[-]
AL_Dialog_HamRadio_Statement_BlackthorneTaskReturn,"[707353] Возвращайтесь, когда будете готовы. Конец связи.[-]"
AL_Dialog_HamRadio_Statement_BlackthorneContact,Вы настраиваете рацию на частоту связи с Блэкторном и объявляете о себе. Ответ приходит быстро.\n\n[707353]Это Блэкторн. Что у нас на повестке дня?
,
AL_Dialog_HamRadio_Statement_BlackthorneReporting,Вы сообщаете докладчику о ходе выполнения задания.
AL_Dialog_HamRadio_Statement_BlackthorneQuestComplete,[707353]Принято. Дайте мне минутку для подтверждения...\n\n Хорошо. Отличная работа. Ваша помощь засчитана. Конец связи.[-]
AL_Dialog_HamRadio_Statement_BlackthorneQuestIncomplete,"[707353]Принято. Дайте мне минутку для подтверждения...\n\n Мы не можем подтвердить, что ваше задание выполнено. Сообщите, когда оно будет выполнено. Конец связи.[-]"
,
AL_Dialog_HamRadio_Statement_RequestSuppliesSufficient,[707053]Понял. Одну минуту...\n\nЯ могу доставить вам по воздуху в течение ближайшего получаса. Принимайте[-]
AL_Dialog_HamRadio_Statement_RequestSuppliesInsufficient,"[707053]Понял. Одну минуту...\n\Вы должны сделать для нас больше, прежде чем я смогу выслать вам припасы. Выполните несколько заданий для нас и попробуйте снова. Приём.[-]"
,
AL_Dialog_HamRadio_Response_Tasks,[Спросить о задачах]
AL_Dialog_HamRadio_Response_Nevermind,Неважно.
AL_Dialog_HamRadio_Response_Out,Сьерра 37 на связи.
AL_Dialog_HamRadio_Response_SearchAirwaves,[Поиск в эфире]
AL_Dialog_HamRadio_Response_TurnOff,[Выключить рацию]
AL_Dialog_HamRadio_Response_TuneBlackthorne,[Связаться с Блэкторном]
AL_Dialog_HamRadio_Response_Report,[Отчет]
AL_Dialog_HamRadio_Response_RequestSupplies,[Запросить припасы]
AL_Dialog_HamRadio_Response_Affirmative,Хорошо
AL_Dialog_HamRadio_Response_Negative,Нет
# }}},
,
IZYgunT1assaultrifleAK47Milled,Автомат Калашникова 47
,
# ItemActionUseTimed {{{,
AL_LK_Format_HoldToVerb,"[808080][[-][a0a0a0]Удерживайте[-] [action:local:Primary][a0a0a0], чтобы[-] [dddddd]{0}[-][808080]][-]"
AL_LK_Format_ApplyItem_Verbing,{0} [ffc070]{1}[-]...
AL_LK_Format_ApplyItem_VerbingOn,{0} [ffc070]{1}[-] на [ffc070]{2}[-]..
AL_LK_Format_ApplyItem_IncreaseStat,Увеличение [ffc070]{0}[-] до [ffc070]{1:0}/{2:0}[-]
AL_LK_Format_ApplyItem_DecreaseStat,Уменьшение [ffc070]{0}[-] до [ffc070]{1:0}/{2:0}[-]
AL_LK_Format_ApplyItem_Removing,Удаление [ffc070]{0}[-]...
health,[ff4040]Здоровье[-]
stamina,[40ff40]Выносливость[-]
food,[ff8040]Еда[-]
water,[5b92cb]Вода[-]
# }}},
,
AL_LK_Food,[ffc040]Еда[-]
AL_LK_Water,[5b92cb]Вода[-]
,
# QuantityStorage {{{,
AL_LK_QuantityStorage_Water,[5b92cb]Вода[-]
AL_LK_QuantityStorage_DirtyInfectedWater,[815500]Грязная заражённая вода[-]
AL_LK_QuantityStorage_InfectedWater,[baff00]Заражённая вода[-]
AL_LK_QuantityStorage_RedTea,[ff5555]Красный чай[-]
AL_LK_QuantityStorage_GoldenrodTea,[f8c600]Чай из золотарника[-]
AL_LK_QuantityStorage_Beer,[e79b13]Пиво[-]
AL_LK_QuantityStorage_Shiraz,[97002E]Шираз[-]
AL_LK_QuantityStorage_Fuel,[ddc900]Топливо[-]
AL_LK_QuantityStorage_YuccaJuice,[6ad3be]Сок юкки[-]
AL_LK_QuantityStorage_Coffee,[99674a]Кофе[-]
AL_LK_QuantityStorage_BlackStrapCoffee,[422c1f]Кофе рудокопов[-]
AL_LK_QuantityStorage_MineralWater,[a1f8ff]Минеральная вода[-]
AL_LK_QuantityStorage_Honey,[ea9835]Мёд[-]
AL_LK_QuantityStorage_ManukaHoney,[a14604]Мёд манука[-]
,
AL_LK_QuantityStorage_GSWater,[bbbbbb]Вода[-]
AL_LK_QuantityStorage_GSDirtyInfectedWater,[bbbbbb]Грязная заражённая вода[-]
AL_LK_QuantityStorage_GSInfectedWater,[bbbbbb]Заражённая вода[-]
AL_LK_QuantityStorage_GSRedTea,[bbbbbb]Красный чай[-]
AL_LK_QuantityStorage_GSGoldenrodTea,[bbbbbb]Чай из золотарника[-]
AL_LK_QuantityStorage_GSBeer,[bbbbbb]Пиво[-]
AL_LK_QuantityStorage_GSShiraz,[bbbbbb]Шираз[-]
AL_LK_QuantityStorage_GSFuel,[bbbbbb]Топливо[-]
AL_LK_QuantityStorage_GSYuccaJuice,[bbbbbb]Сок юкки[-]
AL_LK_QuantityStorage_GSCoffee,[bbbbbb]Кофе[-]
AL_LK_QuantityStorage_GSBlackStrapCoffee,[bbbbbb]Кофе рудокопов[-]
AL_LK_QuantityStorage_GSMineralWater,[bbbbbb]Минеральная вода[-]
AL_LK_QuantityStorage_GSHoney,[bbbbbb]Мёд[-]
AL_LK_QuantityStorage_GSManukaHoney,[bbbbbb]Мёд манука[-]
,
AL_LK_QuantityStorage_ContainerBlockFull,[bbbbbb]Контейнер полон.[-]
AL_LK_QuantityStorage_VehicleFuelFull,[bbbbbb]Транспорт полностью заправлен.[-]
AL_LK_QuantityStorage_ContainerBlockEmpty,[bbbbbb]Контейнер пуст.[-]
AL_LK_QuantityStorage_EquipLiquidContainer,[bbbbbb](Для взаимодействия используйте контейнер для жидкостей)[-]
AL_LK_QuantityStorage_EquipEmptyLiquidContainer,"[aaaaaa](Возьмите в руки пустой контейнер для жидкостей, чтобы наполнить его)[-]"
,
AL_LK_Format_QuantityStorage_Amount,[bbbbbb]Содержит:[-] {0}/{1} {2}
AL_LK_Format_QuantityStorage_AmountRC,[bbbbbb]Содержит:[-] {0:0.##}/{1} {2}
AL_LK_Format_QuantityStorage_AmountTakeOnly,[bbbbbb]Содержит:[-] {0} {1}
AL_LK_Format_InsufficientContents,"[bbbbbb]В контейнере недостаточно[-] {0}[bbbbbb], чтобы заполнить [-] {1}[bbbbbb].[-]"
AL_LK_Format_FillingLiquidContainerItem,[bbbbbb]Наполнение[-] {0} [bbbbbb][-] {1}[bbbbbb]...[-]
AL_LK_Format_FillingLiquidContainerBlock,[bbbbbb]Наливание[-] {0} [bbbbbb]в[-] {1}[bbbbbb]...[-]
AL_LK_Format_FillingItemContainer,[bbbbbb]Наполнение[-] {0} [bbbbbb][-] {1} [bbbbbb]из[-] {2}[bbbbbb]...[-]
AL_LK_Format_FillingItemContainerPlain,[bbbbbb]Наполнение[-] {0} [bbbbbb]...[-]
AL_LK_Format_FillingBlockContainer,[bbbbbb]Сливается[-] {0} [bbbbbb]в[-] {1}[bbbbbb]...[-]
AL_LK_Format_Refuelling,[bbbbbb]Заправляется[-] [ffc070]{0}[-][bbbbbb]....[-]
AL_LK_Format_EmptyingOut,[ff4040]Выливается[-] {0} [ff4040]на землю...[-]
AL_LK_Format_QuantityContainerItemIsEmpty,[bbbbbb]Ваша[-] {0} [bbbbbb]пуста.[-]
AL_LK_Format_QuantityContainerDifferentUnit,[bbbbbb]Нельзя смешивать [-] {0}[bbbbbb] с содержимым[-] {1} [-][bbbbbb]differ.[-]
AL_LK_Format_QuantityContainerEmpty,[bbbbbb]В[-] {0} [bbbbbb]пусто.[-]
AL_LK_Format_QuantityContainerItemIsFull,[bbbbbb]Ваша[-] {0} [bbbbbb]заполнена.[-]
AL_LK_Format_ItemContainerUnitRestriction,[bbbbbb]Ваша[-] {0} [bbbbbb]не может вместить[-] {1}[bbbbbb].
,
AL_LK_Format_QuantityStorage_PotentialActionText,{0} [action:local:Primary] | [action:local:Secondary] {1}
AL_LK_QuantityStorage_Action_None,[bbbbbb]Нет действий[-]{0}
AL_LK_QuantityStorage_Action_TakingTerrainWater,[bbbbbb]Наполнить[-] {0}
AL_LK_QuantityStorage_Action_TakingFromBlockContainer,[bbbbbb]Наполнить из[-] {0}
AL_LK_QuantityStorage_Action_FillingBlockContainer,[bbbbbb]Слить в[-] {0}
AL_LK_QuantityStorage_Action_FillingVehicle,[bbbbbb]Заправить[-] {0}
AL_LK_QuantityStorage_Action_EmptyingOutItemContainer,[bbbbbb]Вылить на землю[-] {0}
AL_LK_QuantityStorage_Action_TakingFromVehicle,[bbbbbb]Слить из[-] {0}
AL_LK_QuantityStorage_Action_Consuming,[bbbbbb]Выпить[-] {0}
,
AL_LK_RainCatcherCollecting,[3ABCFF]Он собирает дождевую воду.[-]
AL_LK_RainCatcherBlocked,[ff4040]Он расположен не под небом[-].
,
AL_Block_QuantityStorage_BarrelPlasticBlueSingle,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Base,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Water,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_RedTea,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_GoldenrodTea,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Beer,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Shiraz,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_DirtyInfectedWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_InfectedWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_DirtyWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_MineralWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Fuel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Honey,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_ManukaHoney,Бочка с водой
,
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Base,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Water,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_RedTea,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_GoldenrodTea,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Beer,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Shiraz,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_DirtyInfectedWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_InfectedWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_DirtyWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_MineralWater,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Fuel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Honey,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_ManukaHoney,Бочка с водой
,
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Base,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Water,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_RedTea,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_GoldenrodTea,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Beer,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Shiraz,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_DirtyInfectedWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_InfectedWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_DirtyWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_MineralWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Fuel,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Honey,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_ManukaHoney,Бочки с водой
,
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Base,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Water,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_RedTea,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_GoldenrodTea,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Beer,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Shiraz,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_DirtyInfectedWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_InfectedWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_DirtyWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_MineralWater,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Fuel,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Honey,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_ManukaHoney,Бочки с водой
,
AL_Block_QuantityStorage_WineBarrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Base,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Water,Винная бочка
AL_Block_QuantityStorage_WineBarrel_RedTea,Винная бочка
AL_Block_QuantityStorage_WineBarrel_GoldenrodTea,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Beer,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Shiraz,Винная бочка
AL_Block_QuantityStorage_WineBarrel_DirtyInfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrel_InfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrel_DirtyWater,Винная бочка
AL_Block_QuantityStorage_WineBarrel_MineralWater,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Fuel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Honey,Винная бочка
AL_Block_QuantityStorage_WineBarrel_ManukaHoney,Винная бочка
,
AL_Block_QuantityStorage_WineBarrelPlain,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Base,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Water,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_RedTea,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_GoldenrodTea,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Beer,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Shiraz,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_DirtyInfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_InfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_DirtyWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_MineralWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Fuel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Honey,Винная бочка
